                  dY                  C~1              C~2/C~1              C~3/C~1              C~4/C~1              C~5/C~1              C~6/C~1              C~7/C~1              C~8/C~1 
                 0.2              5.27396           -0.0151533          0.000616983         -4.48131e-05          1.63516e-05         -7.85745e-05           0.00056175          -0.00451564 
                 0.4              10.5724           -0.0296404           0.00234129         -0.000316068          6.91153e-05         -5.60782e-05          0.000234533          -0.00151861 
                 0.6              15.9197           -0.0433724            0.0049686         -0.000961628          0.000271793         -0.000156624           0.00061882          -0.00560307 
                 0.8              21.3398           -0.0564224           0.00833564           -0.0020692          0.000731179         -0.000334402          0.000217309         -0.000669074 
                   1              26.8557           -0.0689666            0.0123483          -0.00369163           0.00153566          -0.00060965          -0.00130584            0.0147008 
                 1.2               32.489           -0.0812116            0.0169865          -0.00591358           0.00292053          -0.00184767           0.00120677          0.000918931 
                 1.4              38.2589           -0.0933441            0.0222739          -0.00880838           0.00494779          -0.00366559           0.00360018          -0.00587221 
                 1.6              44.1807            -0.105505            0.0282576           -0.0124844           0.00781212          -0.00643559           0.00705213           -0.0132095 
                 1.8              50.2651             -0.11779            0.0349964           -0.0170764            0.0117625           -0.0105742            0.0119919           -0.0181474 
                   2              56.5169            -0.130255            0.0425411           -0.0227233            0.0170895            -0.016738            0.0205984           -0.0333058 
                 2.2               62.934            -0.142924            0.0509359           -0.0295721            0.0241117             -0.02553            0.0335908            -0.054665 
                 2.4              69.5075            -0.155793            0.0602087           -0.0377647            0.0331898           -0.0378303            0.0535297           -0.0932057 
                 2.6              76.2214            -0.168839             0.070369           -0.0474258            0.0446682           -0.0544051            0.0816463            -0.146348 
                 2.8              83.0541            -0.182023            0.0814116           -0.0586766            0.0589642           -0.0765027             0.122128            -0.232336 
                   3              89.9784            -0.195294            0.0933069           -0.0715984            0.0764245            -0.105143              0.17765             -0.35615 
                 3.2              96.9638            -0.208595             0.106009           -0.0862472            0.0973873            -0.141502             0.252151            -0.532218 
                 3.4              103.977            -0.221863             0.119453            -0.102646             0.122163            -0.186886             0.350862            -0.784427 
                 3.6              110.982            -0.235034             0.133554            -0.120757             0.150873             -0.24181             0.474364             -1.10194 
                 3.8              117.946            -0.248048             0.148229             -0.14055             0.183782            -0.307905             0.631394             -1.53714 
                   4              124.834            -0.260844             0.163367            -0.161904             0.220811            -0.385244             0.821562             -2.07698 
                 4.2              131.617            -0.273369             0.178861            -0.184689             0.261896            -0.474229              1.04759             -2.73459 
                 4.4              138.269            -0.285581             0.194611            -0.208775             0.306982            -0.575585              1.31547             -3.55281 
                 4.6              144.769            -0.297444             0.210511            -0.233978             0.355771            -0.688755              1.62316             -4.51407 
                 4.8              151.105            -0.308937             0.226474            -0.260137             0.408033            -0.813743              1.97362             -5.64626 
                   5              157.268            -0.320044             0.242414            -0.287061             0.463364            -0.949595              2.36395              -6.9355 
                 5.2              163.253            -0.330761             0.258268            -0.314609             0.521493             -1.09593              2.79449              -8.3893 
                 5.4              169.051            -0.341076             0.273962              -0.3426             0.582015             -1.25184               3.2633             -10.0057 
                 5.6              174.633            -0.350953             0.289386            -0.370784             0.644361             -1.41596              3.76738             -11.7817 
                 5.8              179.951            -0.360305             0.304342            -0.398723             0.707436             -1.58514               4.2958             -13.6699 
                   6              184.961            -0.369047             0.318621            -0.425923             0.769968             -1.75577              4.83766             -15.6385 
                 6.2              189.639            -0.377141             0.332088            -0.452016             0.830887             -1.92433              5.37964             -17.6284 
                 6.4              193.969            -0.384575             0.344666            -0.476764             0.889498             -2.08872              5.91548              -19.626 
                 6.6              197.933            -0.391341             0.356292            -0.499962              0.94514             -2.24657              6.43504             -21.5774 
                 6.8              201.511            -0.397429             0.366902            -0.521409              0.99719             -2.39585              6.93165             -23.4638 
                   7              204.662            -0.402797             0.376388            -0.540827              1.04484              -2.5338              7.39391             -25.2267 
                 7.2               207.34             -0.40739             0.384622            -0.557903              1.08725             -2.65795              7.81452             -26.8494 
                 7.4              209.515            -0.411166              0.39149            -0.572337              1.12352              -2.7653              8.18164              -28.277 
                 7.6              211.195            -0.414128             0.396956            -0.583981              1.15316             -2.85409              8.48894             -29.4871 
                 7.8              212.418            -0.416323              0.40106            -0.592833              1.17596             -2.92306              8.72974             -30.4416 
                   8              213.254            -0.417848             0.403944            -0.599122              1.19231             -2.97299               8.9053             -31.1404 
                 8.2              213.787            -0.418836             0.405831            -0.603278              1.20324             -3.00674              9.02569             -31.6289 
                 8.4              214.102            -0.419427             0.406967            -0.605796              1.20989              -3.0274              9.09969             -31.9296 
                 8.6              214.274            -0.419751             0.407592            -0.607187              1.21358             -3.03888              9.14076             -32.0959 
                 8.8               214.36            -0.419914             0.407908            -0.607893              1.21546             -3.04473              9.16175             -32.1807 
